apiAuditId,moduleName,exportName,route,requestMethod,discoveredFrom,moduleChecksum,checksumSource,inRepo,inPkg,repoPkgChecksumDiffer,title,category,frequency,testPhase,sideEffectClass,authRequirementHypothesis,paginationKind,consumes,produces,aliasOf,replacement,deprecatedEvidence,cryptoMode,checkToken,unblock,hasCookie,localOnly,asyncFn,params,defaults,plannedCaseCount,executedCaseCount,terminalStatus,reportPath,blocker
ncm.style_playlist,style_playlist,style_playlist,/api/style-tag/home/playlist,POST/weapi,"repo-module,pkg-module,types,docs:/style/playlist",83188e28b2067598783929042b60ec815d57916c9963689ffc262d89907dc8b0,pkg,true,true,false,曲风-歌单,style,high,P1,read,none,cursor,pageToken,"songId,playlistId,albumId,artistId",,,,weapi,false,false,false,false,true,"cursor,size,tagId","[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.style_playlist.md,缺夹具：styleId 无生产者（池为空）
ncm.style_preference,style_preference,style_preference,/api/tag/my/preference/get,POST/weapi,"repo-module,pkg-module,types,docs:/style/preference",bd160e5ad8bd0ba8ff1b2b47bdf2e0b74c00da170142994990083fac168eb049,pkg,true,true,false,曲风偏好,style,medium,P1,read,none,none,,"songId,playlistId,albumId,artistId",,,,weapi,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.style_preference.md,缺夹具：styleId 无生产者（池为空）
ncm.style_song,style_song,style_song,/api/style-tag/home/song,POST/weapi,"repo-module,pkg-module,types,docs:/style/song",a22d7fc801929b08dd0f2f08926e6fc1529806b6ea52811b6dd55f99056ab9fe,pkg,true,true,false,曲风-歌曲,style,high,P1,read,none,cursor,pageToken,"songId,playlistId,albumId,artistId",,,,weapi,false,false,false,false,true,"cursor,size,tagId,sort","[object Object],[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.style_song.md,缺夹具：styleId 无生产者（池为空）
ncm.summary_annual,summary_annual,summary_annual,/api/activity/summary/annual/${query.year}/${key} (templated),POST,"repo-module,pkg-module,types,docs:/summary/annual",03214b3cc469a9e9c506670eb0af5fb010c3773cefbe1bdca6d92b1781a7697e,pkg,true,true,false,年度听歌报告2017-2023,summary,rare,P2,read,user,none,,,,,,,false,false,false,false,true,year,,5,0,blocked_by_prerequisite,endpoints/ncm.summary_annual.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.thinktank_audit_resource_detail,thinktank_audit_resource_detail,thinktank_audit_resource_detail,/api/thinktank/audit/resource/detail,POST/eapi,"repo-module,pkg-module,types-missing,docs:/thinktank/audit/resource/detail",ef6c702360265a5629bffa9ee76eaa22875870576fb830d9cea0ee4af794563a,pkg,true,true,false,云小编获取任务,ugc,rare,P2,read,none,none,,,,,,eapi,false,false,false,false,true,type,[object Object],5,0,blocked_by_prerequisite,endpoints/ncm.thinktank_audit_resource_detail.md,缺夹具：thinktankId 无生产者（池为空）
ncm.thinktank_audit_resource_update,thinktank_audit_resource_update,thinktank_audit_resource_update,/api/thinktank/audit/resource/update,POST/eapi,"repo-module,pkg-module,types-missing,docs:/thinktank/audit/resource/update",978995c0af81350875cd97f00ee1568ea9dcd31d5bd3faf7955671143c8502f2,pkg,true,true,false,云小编提交任务,ugc,rare,P2,reversible_write,user,none,,,,,,eapi,false,false,false,false,true,"taskId,judgement,type",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.thinktank_audit_resource_update.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.threshold_detail_get,threshold_detail_get,threshold_detail_get,/api/influencer/web/apply/threshold/detail/get,POST,"repo-module,pkg-module,types,docs-missing",c0d21c34d674718eaa7c4bea7a3aa2ef699149b8911bf0dd948bea9a66220dfe,pkg,true,true,false,获取达人达标信息,other,rare,P5,read,none,none,,,,,,,false,false,false,false,true,,,5,4,partial,endpoints/ncm.threshold_detail_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.top_album,top_album,top_album,/api/discovery/new/albums/area,POST/weapi,"repo-module,pkg-module,types,docs:/top/album",19d39b7fd0f561513e6e181b1dd66a2e7ba3684456d9854cb165d3b51d90b7ff,pkg,true,true,false,新碟上架,toplist,high,P1,read,none,offset,pageToken,songId,,,,weapi,false,false,false,false,true,"area,limit,offset,type,year,month","[object Object],[object Object],[object Object],[object Object]",8,4,partial,endpoints/ncm.top_album.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.top_artists,top_artists,top_artists,/api/artist/top,POST/weapi,"repo-module,pkg-module,types,docs:/top/artists",579c59d228ff097a96e800e6ca7e2267df5a998718d57da684127a9d1f9032d5,pkg,true,true,false,热门歌手,toplist,high,P1,read,none,offset,pageToken,songId,,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.top_artists.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.top_list,top_list,top_list,/api/playlist/v4/detail,POST,"repo-module,pkg-module,types,docs:/top/list",e605ccca326f8b5363855eb25f0a099088dc632e9070bfa6d1557937c73b5c51,pkg,true,true,false,排行榜,toplist,high,P0,read,none,none,,songId,,,,,false,false,false,false,true,"idx,id",,6,6,partial,endpoints/ncm.top_list.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.top_mv,top_mv,top_mv,/api/mv/toplist,POST/weapi,"repo-module,pkg-module,types,docs:/top/mv",06a6565374ea45648d4ac88ba88e02ad6dc3fe12fd649c4ef0ca1df5b4c77bd3,pkg,true,true,false,MV排行榜,toplist,high,P1,read,none,offset,pageToken,songId,,,,weapi,false,false,false,false,true,"area,limit,offset","[object Object],[object Object],[object Object]",10,4,partial,endpoints/ncm.top_mv.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.top_playlist,top_playlist,top_playlist,/api/playlist/list,POST/weapi,"repo-module,pkg-module,types,docs:/top/playlist",f392b386e39df3b4bdaf385b98a149e1385ebbdf640222a76d959e3321bd3b77,pkg,true,true,false,分类歌单,toplist,high,P0,read,none,offset,pageToken,songId,,,,weapi,false,false,false,false,true,"cat,order,limit,offset","[object Object],[object Object],[object Object],[object Object]",10,6,partial,endpoints/ncm.top_playlist.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.top_playlist_highquality,top_playlist_highquality,top_playlist_highquality,/api/playlist/highquality/list,POST/weapi,"repo-module,pkg-module,types,docs:/top/playlist/highquality",d14e8c89639fec111c3f155a3051ac421128cc6714a4cdd2ccbbb1d11390777a,pkg,true,true,false,精品歌单,toplist,high,P0,read,none,cursor,pageToken,songId,,,,weapi,false,false,false,false,true,"cat,limit,before","[object Object],[object Object],[object Object]",10,4,partial,endpoints/ncm.top_playlist_highquality.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.top_song,top_song,top_song,/api/v1/discovery/new/songs,POST/weapi,"repo-module,pkg-module,types,docs:/top/song",68a8ec70d8f492243349a968d72546bd55c90219b1b1548b94dcc77aa6eae000,pkg,true,true,false,新歌速递,toplist,high,P0,read,none,offset,pageToken,songId,,,,weapi,false,false,false,false,true,"type,limit,offset","[object Object],[object Object],[object Object]",10,5,partial,endpoints/ncm.top_song.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.topic_detail,topic_detail,topic_detail,/api/act/detail,POST/weapi,"repo-module,pkg-module,types,docs:/topic/detail",7333bf60bf374bf15bc3f93368e6fde68d23ab63710b45af127c1591e4c202cb,pkg,true,true,false,,social,medium,P2,read,user,none,,topicId,,,,weapi,false,false,false,false,true,actid,,6,0,blocked_by_prerequisite,endpoints/ncm.topic_detail.md,缺夹具：topicId 无生产者（池为空）
ncm.topic_detail_event_hot,topic_detail_event_hot,topic_detail_event_hot,/api/act/event/hot,POST/weapi,"repo-module,pkg-module,types,docs:/topic/detail/event/hot",506f8de930b030c9b3857dc02a8793c68bca0f626ca1405a70af6bf2ff5561a8,pkg,true,true,false,,social,medium,P2,read,user,none,,topicId,,,,weapi,false,false,false,false,true,actid,,6,0,blocked_by_prerequisite,endpoints/ncm.topic_detail_event_hot.md,缺夹具：topicId 无生产者（池为空）
ncm.topic_sublist,topic_sublist,topic_sublist,/api/topic/sublist,POST/weapi,"repo-module,pkg-module,types,docs:/topic/sublist",84194cdb13eccef1acfad217e3a02ff6e724de56ca401259b842abf4ca1b3085,pkg,true,true,false,收藏的专栏,social,medium,P2,reversible_write,user,offset,pageToken,topicId,,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",4,0,blocked_by_prerequisite,endpoints/ncm.topic_sublist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.toplist,toplist,toplist,/api/toplist,POST,"repo-module,pkg-module,types,docs:/toplist",c50b3bef037484d253b0402ab321b3b483d16e4ca70e58130e22524bb04f3043,pkg,true,true,false,所有榜单介绍,toplist,high,P0,read,none,none,,songId,,,,,false,false,false,false,true,,,6,4,partial,endpoints/ncm.toplist.md,AUTH_USER 登录层缺失（账号待申请，见 B-002）；三态对比未完成
ncm.toplist_artist,toplist_artist,toplist_artist,/api/toplist/artist,POST/weapi,"repo-module,pkg-module,types,docs:/toplist/artist",40ab02d46810d269306253d96f379cb7012c720345ca33046bd77a304c20c2b4,pkg,true,true,false,歌手榜,toplist,medium,P0,read,none,none,,songId,,,,weapi,false,false,false,false,true,type,[object Object],6,4,partial,endpoints/ncm.toplist_artist.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.toplist_detail,toplist_detail,toplist_detail,/api/toplist/detail,POST/weapi,"repo-module,pkg-module,types,docs:/toplist/detail",cdaa86559a1572d73b7fb886016a8d0274a2fb8e018dd7ac3e96086a7ace56a4,pkg,true,true,false,所有榜单内容摘要,toplist,medium,P0,read,none,none,,songId,,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.toplist_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.toplist_detail_v2,toplist_detail_v2,toplist_detail_v2,/api/toplist/detail/v2,POST/weapi,"repo-module,pkg-module,types,docs-missing",9f209b3af7e8e1668c245798de3875081f540b005ba46f562c756cdad295cbce,pkg,true,true,false,所有榜单内容摘要v2,toplist,medium,P0,read,none,none,,songId,,,,weapi,false,false,false,false,true,,,6,4,partial,endpoints/ncm.toplist_detail_v2.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_album_get,ugc_album_get,ugc_album_get,/api/rep/ugc/album/get,POST,"repo-module,pkg-module,types,docs:/ugc/album/get",eca2f38eacbc4cc9647a3cc763ce4d5c76918aabe7401c6fbaf3242cb292d4cb,pkg,true,true,false,专辑简要百科信息,ugc,rare,P2,read,none,none,,,,,,,false,false,false,false,true,id,,5,0,blocked_by_prerequisite,endpoints/ncm.ugc_album_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_artist_get,ugc_artist_get,ugc_artist_get,/api/rep/ugc/artist/get,POST,"repo-module,pkg-module,types,docs:/ugc/artist/get",862ecd5a2258c16aeb504d859920125223695b6bc1c6432b70c712837c6b2057,pkg,true,true,false,歌手简要百科信息,ugc,rare,P2,read,none,none,,,,,,,false,false,false,false,true,id,,5,0,blocked_by_prerequisite,endpoints/ncm.ugc_artist_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_artist_search,ugc_artist_search,ugc_artist_search,/api/rep/ugc/artist/search,POST,"repo-module,pkg-module,types,docs:/ugc/artist/search",e7d7c009c4218c4ba864d2965ec4945f6bc36026c128e09c5f04917d842aa55a,pkg,true,true,false,搜索歌手,ugc,rare,P2,read,none,offset,pageToken,,,,,,false,false,false,false,true,"keyword,limit",[object Object],10,0,blocked_by_prerequisite,endpoints/ncm.ugc_artist_search.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_detail,ugc_detail,ugc_detail,/api/rep/ugc/detail,POST/weapi,"repo-module,pkg-module,types,docs:/ugc/detail",ae11103c569845120c11012ef0e5fed63065ed339312cf5b29168c67e6100ff4,pkg,true,true,false,用户贡献内容,ugc,rare,P2,read,none,offset,pageToken,,,,,weapi,false,false,false,false,true,"auditStatus,limit,offset,order,sortBy,type","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.ugc_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_mv_get,ugc_mv_get,ugc_mv_get,/api/rep/ugc/mv/get,POST,"repo-module,pkg-module,types,docs:/ugc/mv/get",5d85b6de226fc553c1767178d3aade7abf664b2f9f755e77fb8e21618605538e,pkg,true,true,false,mv简要百科信息,ugc,rare,P2,read,none,none,,,,,,,false,false,false,false,true,id,,5,0,blocked_by_prerequisite,endpoints/ncm.ugc_mv_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_song_get,ugc_song_get,ugc_song_get,/api/rep/ugc/song/get,POST,"repo-module,pkg-module,types,docs:/ugc/song/get",7bf3dd845cf8510e0a8da80cf166004e5a165704c3e4eb08b132af860f226a5a,pkg,true,true,false,歌曲简要百科信息,ugc,rare,P2,read,none,none,,,,,,,false,false,false,false,true,id,,5,0,blocked_by_prerequisite,endpoints/ncm.ugc_song_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.ugc_user_devote,ugc_user_devote,ugc_user_devote,/api/rep/ugc/user/devote,POST,"repo-module,pkg-module,types,docs:/ugc/user/devote",d8a5bf071d2261f3fef4546f2cad80b54c960b14647cd35dc0bbb25baf962cb8,pkg,true,true,false,用户贡献条目、积分、云贝数量,ugc,rare,P2,reversible_write,user,none,,,,,,,false,false,false,false,true,,,4,0,blocked_by_prerequisite,endpoints/ncm.ugc_user_devote.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_account,user_account,user_account,/api/nuser/account/get,POST/weapi,"repo-module,pkg-module,types,docs:/user/account",2fa3cb37934066edcdc5b528f0a346dbf446a03f6af74ef8e1ce280124ddb388,pkg,true,true,false,,user,high,P0,read,user,none,,"userId,uid",,,,weapi,false,false,false,false,true,,,6,5,partial,endpoints/ncm.user_account.md,AUTH_USER 缺失；uid 生产路径阻塞
ncm.user_audio,user_audio,user_audio,/api/djradio/get/byuser,POST/weapi,"repo-module,pkg-module,types,docs:/user/audio",ead0b6c98e6dbe1ae9660a5fcf2e0aa9c03970a1cf03dff3b88fbe1b949312ec,pkg,true,true,false,用户创建的电台,user,medium,P2,reversible_write,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,uid,,4,0,blocked_by_prerequisite,endpoints/ncm.user_audio.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_binding,user_binding,user_binding,/api/v1/user/bindings/${query.uid} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/user/binding",558df82b12c70a2e1285f40313aff4bff6fced7eba13dfdee0aa917f9f945cf7,pkg,true,true,false,,auth,high,P5,read,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,uid,,6,0,blocked_by_prerequisite,endpoints/ncm.user_binding.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_bindingcellphone,user_bindingcellphone,user_bindingcellphone,/api/user/bindingCellphone,POST/weapi,"repo-module,pkg-module,types,docs-missing",b862f071bbfd838179fcd92505b8fd0486f904682ab4af2951171b47f00b3496,pkg,true,true,false,,auth,medium,P5,reversible_write,user,none,,"userId,uid",,,,weapi,false,false,false,false,true,"phone,countrycode,captcha,password",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.user_bindingcellphone.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_cloud,user_cloud,user_cloud,/api/v1/cloud/get,POST/weapi,"repo-module,pkg-module,types,docs:/user/cloud",079cb0f67cde59aa25b14e9f7fce74e4a27b7c3f7364d5919d7abffc05a5c292,pkg,true,true,false,云盘数据,user,high,P2,read,user,offset,pageToken,"userId,uid",,,,weapi,false,false,false,false,true,"limit,offset","[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.user_cloud.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_cloud_del,user_cloud_del,user_cloud_del,/api/cloud/del,POST/weapi,"repo-module,pkg-module,types,docs:/user/cloud/del",061455754b705db10673ff20cecd938b6f377716666c58d6e014fc61b333ada3,pkg,true,true,false,云盘歌曲删除,user,medium,P2,reversible_write,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,id,,4,0,blocked_by_prerequisite,endpoints/ncm.user_cloud_del.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_cloud_detail,user_cloud_detail,user_cloud_detail,/api/v1/cloud/get/byids,POST/weapi,"repo-module,pkg-module,types,docs:/user/cloud/detail",c3badd83ad8ce450ae7d0823eb8ca38c8b9a69d7bdfd49efe7ed31221113e3f5,pkg,true,true,false,云盘数据详情,user,high,P2,read,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,id,,6,0,blocked_by_prerequisite,endpoints/ncm.user_cloud_detail.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_comment_history,user_comment_history,user_comment_history,/api/comment/user/comment/history,POST/weapi,"repo-module,pkg-module,types,docs:/user/comment/history",1f568786ee7943e42de9a10a963e60685b93b5dea617bfa7be1c52478958bb52,pkg,true,true,false,,user,medium,P5,read,user,cursor,"userId,pageToken","userId,uid",,,,weapi,false,false,false,false,true,"limit,uid,time","[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.user_comment_history.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_detail,user_detail,user_detail,/api/v1/user/detail/${query.uid} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/user/detail",6e940a341956a45d83394dbc13044dc8f7cff9ca332c63d3366baf09d15c1ef8,pkg,true,true,false,用户详情,user,high,P0,read,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,uid,,6,1,partial,endpoints/ncm.user_detail.md,缺 uid 正样本（搜索 1002 被 -462 阻断）
ncm.user_detail_new,user_detail_new,user_detail_new,/api/w/v1/user/detail/${query.uid} (templated),POST/eapi,"repo-module,pkg-module,types,docs-missing",2d3bc4ff082cc0bbe76f2fa52f7b2edc625912f064ec4636a40f4ed8db86f58a,pkg,true,true,false,用户详情,user,medium,P0,read,user,none,userId,"userId,uid",,,,eapi,false,false,false,false,true,uid,,6,4,partial,endpoints/ncm.user_detail_new.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_dj,user_dj,user_dj,/api/dj/program/${query.uid} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/user/dj",11f1d055a3787072d0ea1b5b581a188a56e1cde04db81d32aedab565ce6f5e49,pkg,true,true,false,用户电台节目,user,medium,P5,read,user,offset,"userId,pageToken","userId,uid",,,,weapi,false,false,false,false,true,"limit,offset,uid","[object Object],[object Object]",10,0,blocked_by_prerequisite,endpoints/ncm.user_dj.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_event,user_event,user_event,/api/event/get/${query.uid} (templated),POST,"repo-module,pkg-module,types,docs:/user/event",3a7f4070afb17d804dd4463a0787c88544f1eb4512c2a5675f47045d2ca7fc8b,pkg,true,true,true,用户动态,user,medium,P2,reversible_write,user,cursor,"userId,pageToken","userId,uid",,,,,false,false,false,false,true,"lasttime,limit,uid",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.user_event.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_event_all,user_event_all,user_event_all,direct-call,direct-call,"repo-module,docs:/user/event/all,tests",7a6c95b870d9ddc0f533ac33e4bcdfea6cb040d7e97ffb3428e5d0dddb3b88c1,repo,true,false,false,获取当前登录用户可被上游枚举的全部动态,user,rare,P2,reversible_write,user,none,,"userId,uid",,,,,false,false,false,true,true,,,4,0,blocked_by_prerequisite,endpoints/ncm.user_event_all.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_follow_mixed,user_follow_mixed,user_follow_mixed,/api/user/follow/users/mixed/get/v2,POST,"repo-module,pkg-module,types,docs:/user/follow/mixed",3d451601254b90ebab453fd8e4a1161a9e8d31001f3b791c6bb83656ccb54d67,pkg,true,true,false,当前账号关注的用户/歌手,user,medium,P1,read,user,cursor,pageToken,"userId,uid",,,,,false,false,false,false,true,"size,cursor,scene",,10,3,partial,endpoints/ncm.user_follow_mixed.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.user_followeds,user_followeds,user_followeds,/api/user/getfolloweds/${query.uid} (templated),POST,"repo-module,pkg-module,types,docs:/user/followeds",9d8d46a4f8bafcdcb1bce0ba52e9c94d24106e21d575647687147cef7ebf81dd,pkg,true,true,false,关注TA的人(粉丝),user,high,P1,read,user,offset,"userId,pageToken","userId,uid",,,,,false,false,false,false,true,"uid,limit,offset","[object Object],[object Object]",10,4,partial,endpoints/ncm.user_followeds.md,未登录层 301 系统错误（接口需会话）；AUTH_ANON（游客 cookie）可满足（200）；AUTH_USER 层待补
ncm.user_follows,user_follows,user_follows,/api/user/getfollows/${query.uid} (templated),POST/weapi,"repo-module,pkg-module,types,docs:/user/follows",8e41baedd3c8fa774c6c4611e4231731a3dbc84ebc2bee31feff1bd422550553,pkg,true,true,false,TA关注的人(关注),user,high,P1,read,user,offset,"userId,pageToken","userId,uid",,,,weapi,false,false,false,false,true,"offset,limit,uid","[object Object],[object Object]",10,4,partial,endpoints/ncm.user_follows.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.user_level,user_level,user_level,/api/user/level,POST/weapi,"repo-module,pkg-module,types,docs:/user/level",9bf79e55bdb36a53f721fbc5b6aa022e9ed6298282571bbcd2709ec217c716b7,pkg,true,true,false,类别热门电台,user,high,P1,read,user,none,,"userId,uid",,,,weapi,false,false,false,false,true,,,6,0,blocked_by_prerequisite,endpoints/ncm.user_level.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_medal,user_medal,user_medal,/api/medal/user/page,POST,"repo-module,pkg-module,types,docs:/user/medal",b7a04e91104c13cf199790c30cbc261066baedc928b621e6d02c1c988e5d7313,pkg,true,true,false,用户徽章,user,medium,P5,read,user,none,userId,"userId,uid",,,,,false,false,false,false,true,uid,,6,0,blocked_by_prerequisite,endpoints/ncm.user_medal.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_mutualfollow_get,user_mutualfollow_get,user_mutualfollow_get,/api/user/mutualfollow/get,POST,"repo-module,pkg-module,types,docs:/user/mutualfollow/get",56e9901d647bc18bf6d9211d8d7c0d42610aad5aac6333f77dd89a7189e77c5e,pkg,true,true,false,用户是否互相关注,user,rare,P5,read,user,none,userId,"userId,uid",,,,,false,false,false,false,true,uid,,5,0,blocked_by_prerequisite,endpoints/ncm.user_mutualfollow_get.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_playlist,user_playlist,user_playlist,/api/user/playlist,POST/weapi,"repo-module,pkg-module,types,docs:/user/playlist",8f67866eb8ac7306f326511bda66e8b18583d74396ffba2d16ebf52f6166bbb3,pkg,true,true,false,用户歌单,user,high,P1,read,user,offset,"userId,pageToken","userId,uid",,,,weapi,false,false,false,false,true,"uid,limit,offset","[object Object],[object Object]",10,6,partial,endpoints/ncm.user_playlist.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.user_playlist_collect,user_playlist_collect,user_playlist_collect,/api/user/playlist/collect,POST,"repo-module,pkg-module,types,docs:/user/playlist/collect",7044f969cdb8d4301441b05865c0ce1d7a94bd1f2099e07aabf2b5744c9a8691,pkg,true,true,false,获取用户的收藏歌单列表,user,medium,P1,reversible_write,user,offset,"userId,pageToken","userId,uid",,,,,false,false,false,false,true,"limit,offset,uid","[object Object],[object Object]",4,4,partial,endpoints/ncm.user_playlist_collect.md,AUTH_USER 缺失（B-002，写操作已预授权但账号未到位）
ncm.user_playlist_create,user_playlist_create,user_playlist_create,/api/user/playlist/create,POST,"repo-module,pkg-module,types,docs:/user/playlist/create",a974e41e2ced2d6b293c5bca3f933d5ca48636146fb3c08b1ed1bfa02d4f76f4,pkg,true,true,false,获取用户的创建歌单列表,user,medium,P1,reversible_write,user,offset,"userId,pageToken","userId,uid",,,,,false,false,false,false,true,"limit,offset,uid","[object Object],[object Object]",4,0,blocked_by_prerequisite,endpoints/ncm.user_playlist_create.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_record,user_record,user_record,/api/v1/play/record,POST/weapi,"repo-module,pkg-module,types,docs:/user/record",bf898e2a141ce7104eecb9f1ba526dd770826437e724eb98bc88e6cad977d39c,pkg,true,true,false,听歌排行,user,high,P1,read,user,none,userId,"userId,uid",,,,weapi,false,false,false,false,true,"uid,type",[object Object],6,5,blocked_by_prerequisite,endpoints/ncm.user_record.md,code -2 无权限访问（播放记录需登录，即使公开 uid）
ncm.user_replacephone,user_replacephone,user_replacephone,/api/user/replaceCellphone,POST/weapi,"repo-module,pkg-module,types,docs:/user/replacephone",5831c8f210e80b522fdb6cb6527dcf6e333337d588c5e070b74f558c53f4650d,pkg,true,true,false,,auth,medium,P5,reversible_write,user,none,,"userId,uid",,,,weapi,false,false,false,false,true,"phone,captcha,oldcaptcha,countrycode",[object Object],4,0,blocked_by_prerequisite,endpoints/ncm.user_replacephone.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_social_status,user_social_status,user_social_status,/api/social/user/status,POST,"repo-module,pkg-module,types,docs:/user/social/status",7c8c3a6d51361dbd269b1b68466cfcbbd1d56ffe21695226e1a32a91fd2b30af,pkg,true,true,false,用户状态,user,rare,P3,read,user,none,userId,"userId,uid",,,,,false,false,false,false,true,uid,,5,0,blocked_by_prerequisite,endpoints/ncm.user_social_status.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_social_status_edit,user_social_status_edit,user_social_status_edit,/api/social/user/status/edit,POST,"repo-module,pkg-module,types,docs:/user/social/status/edit",966a79a6f1c573ea090685111e512eb936c1444e45122a521c9eb261ad25e780,pkg,true,true,false,用户状态 - 编辑,user,rare,P3,reversible_write,user,none,,"userId,uid",,,,,false,false,false,false,true,"type,iconUrl,content,actionUrl",,4,0,blocked_by_prerequisite,endpoints/ncm.user_social_status_edit.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
ncm.user_social_status_rcmd,user_social_status_rcmd,user_social_status_rcmd,/api/social/user/status/rcmd,POST,"repo-module,pkg-module,types,docs:/user/social/status/rcmd",c11ecc6a53fca792f1cc2ce4e9c3b0273d4b5871a9ea629b0d741c387cedf145,pkg,true,true,false,用户状态 - 相同状态的用户,user,rare,P3,read,user,none,,"userId,uid",,,,,false,false,false,false,true,,,5,0,blocked_by_prerequisite,endpoints/ncm.user_social_status_rcmd.md,AUTH_USER 账号缺失（B-002）；写操作/私有域已预授权但账号未到位
